station,date,tobs,precipitation
USC00518838,2012-04-16,73,0.0
USC00518838,2012-05-02,71,0.0
USC00518838,2012-05-09,72,0.0
USC00518838,2012-05-17,69,0.0
USC00518838,2012-05-18,76,0.3
USC00518838,2012-05-22,74,0.0
USC00518838,2012-05-24,73,0.0
USC00518838,2012-05-25,77,0.2
USC00518838,2012-05-27,73,0.0
USC00518838,2012-05-28,74,0.15
USC00518838,2012-06-01,75,0.03
USC00518838,2012-06-14,73,0.0
USC00518838,2012-06-21,76,0.0
USC00518838,2012-06-26,71,0.0
USC00518838,2012-06-29,71,0.0
USC00518838,2012-07-02,75,0.0
USC00518838,2012-07-20,72,0.05
USC00518838,2012-07-22,78,0.4
USC00518838,2012-07-23,79,0.03
USC00518838,2012-07-24,75,0.22
USC00518838,2012-07-25,77,0.2
USC00518838,2012-07-30,77,0.0
USC00518838,2012-07-31,76,0.02
USC00518838,2012-08-01,79,0.0
USC00518838,2012-08-03,77,0.0
USC00518838,2012-08-06,78,0.26
USC00518838,2012-08-24,75,0.0
USC00518838,2012-09-14,74,0.0
USC00518838,2012-09-17,77,0.0
USC00518838,2012-09-21,79,0.0
USC00518838,2012-09-24,79,0.0
USC00518838,2012-10-05,74,0.0
USC00518838,2012-10-08,80,0.0
USC00518838,2012-10-10,80,0.0
USC00518838,2012-10-11,78,0.08
USC00518838,2012-10-12,80,0.01
USC00518838,2012-10-15,78,0.0
USC00518838,2012-10-16,77,0.11
USC00518838,2012-10-17,75,0.0
USC00518838,2012-10-18,76,0.02
USC00518838,2012-10-22,75,0.0
USC00518838,2012-11-01,77,0.0
USC00518838,2012-11-08,75,0.0
USC00518838,2012-11-13,75,0.0
USC00518838,2012-11-15,72,0.0
USC00518838,2012-11-16,74,0.45
USC00518838,2012-11-20,75,0.0
USC00518838,2012-11-26,69,0.0
USC00518838,2012-11-27,71,0.0
USC00518838,2012-12-03,74,0.0
USC00518838,2012-12-06,73,0.0
USC00518838,2013-01-10,74,0.0
USC00518838,2013-01-14,68,0.0
USC00518838,2013-01-23,66,0.0
USC00518838,2013-01-24,67,0.3
USC00518838,2013-01-25,74,0.9
USC00518838,2013-02-01,70,0.0
USC00518838,2013-02-02,64,0.0
USC00518838,2013-02-06,70,0.0
USC00518838,2013-02-07,72,0.0
USC00518838,2013-02-08,73,0.05
USC00518838,2013-02-14,69,0.0
USC00518838,2013-02-15,70,0.0
USC00518838,2013-02-20,65,0.0
USC00518838,2013-02-22,66,0.0
USC00518838,2013-02-25,70,0.0
USC00518838,2013-02-27,69,0.0
USC00518838,2013-04-03,70,0.05
USC00518838,2013-04-05,73,0.0
USC00518838,2013-04-08,70,0.0
USC00518838,2013-04-11,75,0.0
USC00518838,2013-04-15,65,0.0
USC00518838,2013-08-05,79,0.01
USC00518838,2013-08-06,80,0.02
USC00518838,2013-08-07,80,0.0
USC00518838,2013-08-08,72,0.0
USC00518838,2013-08-09,80,0.0
USC00518838,2013-08-12,78,0.0
USC00518838,2013-08-14,79,0.0
USC00518838,2013-08-19,78,0.0
USC00518838,2013-08-21,78,0.0
USC00518838,2013-08-22,74,0.01
USC00518838,2013-08-23,80,0.01
USC00518838,2013-08-27,79,0.0
USC00518838,2013-08-29,80,0.0
USC00518838,2013-08-30,80,0.0
USC00518838,2013-09-01,74,0.0
USC00518838,2013-09-05,77,0.0
USC00518838,2013-09-06,78,0.01
USC00518838,2013-09-10,79,0.0
USC00518838,2013-09-16,78,0.0
USC00518838,2013-09-19,72,0.0
USC00518838,2013-09-30,78,0.0
USC00518838,2013-10-18,77,0.0
USC00518838,2013-12-17,73,0.0
USC00518838,2013-12-19,72,0.0
USC00518838,2013-12-20,73,0.16
USC00518838,2013-12-23,72,0.0
USC00518838,2014-01-06,71,0.0
USC00518838,2014-01-08,65,0.0
USC00518838,2014-01-10,67,0.0
USC00518838,2014-01-13,73,0.0
USC00518838,2014-01-14,75,0.41
USC00518838,2014-02-03,64,0.0
USC00518838,2014-02-07,69,0.0
USC00518838,2014-02-12,72,0.0
USC00518838,2014-02-13,72,0.0
USC00518838,2014-02-16,68,0.1
USC00518838,2014-02-26,65,0.0
USC00518838,2015-05-14,72,0.0
USC00518838,2015-05-18,68,0.0
USC00518838,2015-05-19,75,0.0
USC00518838,2015-05-21,72,0.0
USC00518838,2015-05-26,70,0.0
USC00518838,2015-05-28,71,0.0
USC00518838,2015-09-21,76,0.0
USC00518838,2015-09-28,77,0.0
USC00518838,2015-09-29,73,0.0
USC00518838,2015-10-13,73,0.0
USC00518838,2015-10-16,79,0.0
USC00518838,2015-10-20,74,0.0
USC00518838,2015-10-21,80,0.0
USC00518838,2015-10-26,78,0.0
USC00518838,2015-10-27,76,0.0
USC00518838,2015-10-29,77,0.0
USC00518838,2015-11-02,80,0.0
USC00518838,2015-11-05,72,0.0
USC00518838,2015-11-09,76,0.0
USC00518838,2015-11-12,74,0.0
USC00518838,2015-11-20,70,0.0
USC00519523,2010-01-01,75,0.15
USC00519523,2010-01-02,75,0.0
USC00519523,2010-01-03,77,0.0
USC00519523,2010-01-04,75,0.0
USC00519523,2010-01-05,75,0.01
USC00519523,2010-01-06,72,0.11
USC00519523,2010-01-07,68,0.7
USC00519523,2010-01-08,63,0.02
USC00519523,2010-01-09,69,0.01
USC00519523,2010-01-10,72,0.0
USC00519523,2010-01-11,68,0.48
USC00519523,2010-01-12,61,0.0
USC00519523,2010-01-13,60,0.0
USC00519523,2010-01-14,65,0.0
USC00519523,2010-01-15,68,0.0
USC00519523,2010-01-16,68,0.0
USC00519523,2010-01-17,70,0.0
USC00519523,2010-01-18,77,0.0
USC00519523,2010-01-19,74,0.0
USC00519523,2010-01-20,67,0.0
USC00519523,2010-01-21,70,0.13
USC00519523,2010-01-22,66,0.0
USC00519523,2010-01-23,75,0.0
USC00519523,2010-01-24,72,0.0
USC00519523,2010-01-25,65,0.0
USC00519523,2010-01-26,76,0.01
USC00519523,2010-01-27,69,0.28
USC00519523,2010-01-28,71,0.09
USC00519523,2010-01-29,65,1.15
USC00519523,2010-01-30,69,2.75
USC00519523,2010-01-31,72,0.05
USC00519523,2010-02-01,68,0.0
USC00519523,2010-02-02,66,0.0
USC00519523,2010-02-03,65,0.44
USC00519523,2010-02-04,68,0.0
USC00519523,2010-02-05,65,0.04
USC00519523,2010-02-06,76,0.0
USC00519523,2010-02-07,63,0.0
USC00519523,2010-02-08,71,0.0
USC00519523,2010-02-09,70,0.0
USC00519523,2010-02-10,66,0.0
USC00519523,2010-02-11,71,0.0
USC00519523,2010-02-12,70,0.07
USC00519523,2010-02-13,71,0.0
USC00519523,2010-02-14,73,0.0
USC00519523,2010-02-15,73,0.0
USC00519523,2010-02-16,59,0.0
USC00519523,2010-02-17,68,0.01
USC00519523,2010-02-18,67,0.0
USC00519523,2010-02-19,63,0.2
USC00519523,2010-02-20,74,0.19
USC00519523,2010-02-21,66,0.16
USC00519523,2010-02-22,63,0.14
USC00519523,2010-02-23,63,0.03
USC00519523,2010-02-24,62,0.0
USC00519523,2010-02-25,69,0.0
USC00519523,2010-02-26,73,0.0
USC00519523,2010-02-27,73,0.01
USC00519523,2010-02-28,69,0.19
USC00519523,2010-03-01,69,0.01
USC00519523,2010-03-02,71,0.0
USC00519523,2010-03-03,71,0.0
USC00519523,2010-03-04,69,0.15
USC00519523,2010-03-05,70,0.12
USC00519523,2010-03-06,72,0.02
USC00519523,2010-03-07,72,0.0
USC00519523,2010-03-08,70,0.02
USC00519523,2010-03-09,69,0.0
USC00519523,2010-03-10,72,0.12
USC00519523,2010-03-11,72,0.04
USC00519523,2010-03-12,69,0.0
USC00519523,2010-03-13,76,0.0
USC00519523,2010-03-14,75,0.0
USC00519523,2010-03-15,71,0.13
USC00519523,2010-03-16,71,0.35
USC00519523,2010-03-17,69,0.05
USC00519523,2010-03-18,67,0.74
USC00519523,2010-03-19,68,0.03
USC00519523,2010-03-20,71,0.0
USC00519523,2010-03-21,70,0.0
USC00519523,2010-03-22,73,0.0
USC00519523,2010-03-23,67,0.0
USC00519523,2010-03-24,77,0.01
USC00519523,2010-03-25,73,0.12
USC00519523,2010-03-26,74,0.02
USC00519523,2010-03-27,77,0.02
USC00519523,2010-03-28,76,0.05
USC00519523,2010-03-29,73,0.0
USC00519523,2010-03-30,73,0.01
USC00519523,2010-03-31,73,0.0
USC00519523,2010-04-01,72,0.03
USC00519523,2010-04-02,72,0.0
USC00519523,2010-04-03,72,0.19
USC00519523,2010-04-04,72,0.12
USC00519523,2010-04-05,72,0.1
USC00519523,2010-04-06,73,0.03
USC00519523,2010-04-07,73,0.2
USC00519523,2010-04-08,73,0.0
USC00519523,2010-04-09,73,0.0
USC00519523,2010-04-10,76,0.0
USC00519523,2010-04-11,75,0.01
USC00519523,2010-04-12,71,0.0
USC00519523,2010-04-13,71,0.13
USC00519523,2010-04-14,69,0.02
USC00519523,2010-04-15,70,0.0
USC00519523,2010-04-16,64,0.02
USC00519523,2010-04-17,69,0.02
USC00519523,2010-04-18,70,0.0
USC00519523,2010-04-19,72,0.0
USC00519523,2010-04-20,72,0.12
USC00519523,2010-04-21,72,0.1
USC00519523,2010-04-22,73,0.04
USC00519523,2010-04-23,72,0.14
USC00519523,2010-04-24,74,0.02
USC00519523,2010-04-25,76,0.0
USC00519523,2010-04-26,73,0.0
USC00519523,2010-04-27,74,0.0
USC00519523,2010-04-28,74,0.03
USC00519523,2010-04-29,73,0.03
USC00519523,2010-04-30,74,0.0
USC00519523,2010-05-01,76,0.0
USC00519523,2010-05-02,71,0.12
USC00519523,2010-05-03,72,0.46
USC00519523,2010-05-04,77,0.07
USC00519523,2010-05-05,75,0.0
USC00519523,2010-05-06,74,0.0
USC00519523,2010-05-07,71,0.01
USC00519523,2010-05-08,76,0.05
USC00519523,2010-05-09,76,0.0
USC00519523,2010-05-10,78,0.0
USC00519523,2010-05-11,78,0.0
USC00519523,2010-05-12,78,0.08
USC00519523,2010-05-14,75,0.0
USC00519523,2010-05-15,71,0.05
USC00519523,2010-05-16,73,0.06
USC00519523,2010-05-17,74,0.03
USC00519523,2010-05-18,75,0.0
USC00519523,2010-05-19,78,0.0
USC00519523,2010-05-20,75,0.01
USC00519523,2010-05-21,74,0.0
USC00519523,2010-05-22,75,0.0
USC00519523,2010-05-23,75,0.05
USC00519523,2010-05-24,75,0.06
USC00519523,2010-05-25,76,0.0
USC00519523,2010-05-26,78,0.08
USC00519523,2010-05-27,80,0.0
USC00519523,2010-05-29,78,0.0
USC00519523,2010-05-30,76,0.0
USC00519523,2010-05-31,81,0.0
USC00519523,2010-06-01,76,0.03
USC00519523,2010-06-02,76,0.0
USC00519523,2010-06-03,76,0.0
USC00519523,2010-06-04,73,0.0
USC00519523,2010-06-05,78,0.0
USC00519523,2010-06-06,77,0.0
USC00519523,2010-06-07,77,0.0
USC00519523,2010-06-08,77,0.01
USC00519523,2010-06-09,78,0.0
USC00519523,2010-06-10,78,0.0
USC00519523,2010-06-11,76,0.0
USC00519523,2010-06-12,76,0.0
USC00519523,2010-06-13,79,0.0
USC00519523,2010-06-14,74,0.0
USC00519523,2010-06-15,75,0.0
USC00519523,2010-06-16,76,0.0
USC00519523,2010-06-17,75,0.0
USC00519523,2010-06-18,73,0.14
USC00519523,2010-06-19,76,0.0
USC00519523,2010-06-20,78,0.0
USC00519523,2010-06-21,76,0.0
USC00519523,2010-06-22,79,0.0
USC00519523,2010-06-23,77,0.0
USC00519523,2010-06-24,76,0.0
USC00519523,2010-06-25,74,0.08
USC00519523,2010-06-26,75,0.08
USC00519523,2010-06-28,76,0.0
USC00519523,2010-06-29,76,0.0
USC00519523,2010-06-30,76,0.0
USC00519523,2010-07-01,74,0.13
USC00519523,2010-07-02,74,0.14
USC00519523,2010-07-03,76,0.09
USC00519523,2010-07-04,79,0.05
USC00519523,2010-07-05,79,0.01
USC00519523,2010-07-06,73,0.08
USC00519523,2010-07-07,73,0.21
USC00519523,2010-07-08,76,0.02
USC00519523,2010-07-09,72,0.06
USC00519523,2010-07-10,76,0.1
USC00519523,2010-07-11,81,0.0
USC00519523,2010-07-12,75,0.0
USC00519523,2010-07-13,76,0.0
USC00519523,2010-07-14,74,0.04
USC00519523,2010-07-15,76,0.03
USC00519523,2010-07-16,80,0.03
USC00519523,2010-07-17,74,0.08
USC00519523,2010-07-18,77,0.07
USC00519523,2010-07-19,76,0.0
USC00519523,2010-07-20,77,0.0
USC00519523,2010-07-21,74,0.06
USC00519523,2010-07-22,76,0.0
USC00519523,2010-07-23,73,0.0
USC00519523,2010-07-24,77,0.0
USC00519523,2010-07-25,77,0.0
USC00519523,2010-07-26,76,0.0
USC00519523,2010-07-27,81,0.0
USC00519523,2010-07-28,76,0.0
USC00519523,2010-07-29,77,0.0
USC00519523,2010-07-30,73,0.0
USC00519523,2010-07-31,76,0.09
USC00519523,2010-08-01,77,0.16
USC00519523,2010-08-02,74,0.19
USC00519523,2010-08-03,74,0.08
USC00519523,2010-08-04,76,0.26
USC00519523,2010-08-05,73,0.09
USC00519523,2010-08-06,76,0.09
USC00519523,2010-08-07,78,0.01
USC00519523,2010-08-08,76,0.0
USC00519523,2010-08-09,77,0.0
USC00519523,2010-08-10,77,0.0
USC00519523,2010-08-11,74,0.06
USC00519523,2010-08-12,75,0.0
USC00519523,2010-08-13,79,0.04
USC00519523,2010-08-14,78,0.0
USC00519523,2010-08-15,76,0.02
USC00519523,2010-08-16,72,0.08
USC00519523,2010-08-17,74,0.0
USC00519523,2010-08-18,77,0.02
USC00519523,2010-08-19,77,0.04
USC00519523,2010-08-20,77,0.02
USC00519523,2010-08-21,79,0.01
USC00519523,2010-08-22,78,0.01
USC00519523,2010-08-23,77,0.0
USC00519523,2010-08-24,76,0.0
USC00519523,2010-08-25,76,0.06
USC00519523,2010-08-26,77,0.06
USC00519523,2010-08-27,77,0.01
USC00519523,2010-08-28,82,0.0
USC00519523,2010-08-29,77,0.05
USC00519523,2010-08-30,76,0.0
USC00519523,2010-08-31,76,0.02
USC00519523,2010-09-01,76,0.0
USC00519523,2010-09-02,73,0.14
USC00519523,2010-09-03,76,0.27
USC00519523,2010-09-04,80,0.02
USC00519523,2010-09-05,78,0.01
USC00519523,2010-09-06,78,0.02
USC00519523,2010-09-07,75,0.23
USC00519523,2010-09-08,77,0.07
USC00519523,2010-09-09,77,0.02
USC00519523,2010-09-10,75,0.17
USC00519523,2010-09-11,81,0.18
USC00519523,2010-09-12,78,0.01
USC00519523,2010-09-13,77,0.0
USC00519523,2010-09-14,76,0.0
USC00519523,2010-09-15,76,0.0
USC00519523,2010-09-16,77,0.0
USC00519523,2010-09-17,77,0.0
USC00519523,2010-09-18,77,0.01
USC00519523,2010-09-19,76,0.07
USC00519523,2010-09-20,76,0.06
USC00519523,2010-09-21,76,0.04
USC00519523,2010-09-22,74,0.22
USC00519523,2010-09-23,76,0.18
USC00519523,2010-09-24,75,0.06
USC00519523,2010-09-25,76,0.05
USC00519523,2010-09-26,77,0.0
USC00519523,2010-09-27,75,0.0
USC00519523,2010-09-28,73,0.0
USC00519523,2010-09-29,71,0.0
USC00519523,2010-09-30,72,0.24
USC00519523,2010-10-01,76,0.43
USC00519523,2010-10-02,80,0.05
USC00519523,2010-10-03,78,0.01
USC00519523,2010-10-04,77,0.0
USC00519523,2010-10-05,77,0.0
USC00519523,2010-10-06,77,0.0
USC00519523,2010-10-07,77,0.0
USC00519523,2010-10-08,81,0.0
USC00519523,2010-10-09,77,0.0
USC00519523,2010-10-10,80,0.01
USC00519523,2010-10-11,76,0.01
USC00519523,2010-10-12,72,0.13
USC00519523,2010-10-13,76,0.0
USC00519523,2010-10-14,76,0.0
USC00519523,2010-10-15,76,0.0
USC00519523,2010-10-16,77,0.0
USC00519523,2010-10-17,76,0.06
USC00519523,2010-10-18,72,0.0
USC00519523,2010-10-19,73,0.0
USC00519523,2010-10-20,74,0.0
USC00519523,2010-10-21,77,0.0
USC00519523,2010-10-22,76,0.0
USC00519523,2010-10-23,77,0.0
USC00519523,2010-10-24,80,0.0
USC00519523,2010-10-25,76,0.0
USC00519523,2010-10-26,75,0.11
USC00519523,2010-10-27,76,0.09
USC00519523,2010-10-28,77,0.02
USC00519523,2010-10-29,75,0.03
USC00519523,2010-10-30,81,0.26
USC00519523,2010-10-31,77,0.0
USC00519523,2010-11-01,74,0.24
USC00519523,2010-11-02,75,0.0
USC00519523,2010-11-03,70,0.42
USC00519523,2010-11-04,72,1.34
USC00519523,2010-11-05,74,0.03
USC00519523,2010-11-06,74,0.16
USC00519523,2010-11-07,76,0.01
USC00519523,2010-11-08,76,0.0
USC00519523,2010-11-09,73,0.0
USC00519523,2010-11-10,75,0.0
USC00519523,2010-11-11,75,0.0
USC00519523,2010-11-12,76,0.0
USC00519523,2010-11-13,76,0.0
USC00519523,2010-11-14,76,0.0
USC00519523,2010-11-15,75,0.03
USC00519523,2010-11-16,75,0.0
USC00519523,2010-11-17,66,0.0
USC00519523,2010-11-18,74,0.0
USC00519523,2010-11-19,68,0.13
USC00519523,2010-11-20,79,0.0
USC00519523,2010-11-21,77,0.05
USC00519523,2010-11-22,67,0.0
USC00519523,2010-11-23,69,0.0
USC00519523,2010-11-24,76,0.0
USC00519523,2010-11-25,76,0.02
USC00519523,2010-11-26,77,0.0
USC00519523,2010-11-27,76,0.01
USC00519523,2010-11-28,76,0.64
USC00519523,2010-11-29,73,0.03
USC00519523,2010-11-30,76,0.0
USC00519523,2010-12-01,78,0.03
USC00519523,2010-12-02,74,0.02
USC00519523,2010-12-03,74,0.01
USC00519523,2010-12-04,78,0.0
USC00519523,2010-12-05,78,0.0
USC00519523,2010-12-06,61,0.0
USC00519523,2010-12-07,69,0.0
USC00519523,2010-12-08,65,0.15
USC00519523,2010-12-09,77,0.03
USC00519523,2010-12-10,67,2.02
USC00519523,2010-12-11,69,0.3
USC00519523,2010-12-12,75,0.09
USC00519523,2010-12-13,67,0.02
USC00519523,2010-12-14,71,0.04
USC00519523,2010-12-15,74,0.0
USC00519523,2010-12-16,66,0.0
USC00519523,2010-12-17,66,0.0
USC00519523,2010-12-18,77,0.0
USC00519523,2010-12-19,70,2.86
USC00519523,2010-12-20,73,4.95
USC00519523,2010-12-21,71,0.63
USC00519523,2010-12-22,71,0.58
USC00519523,2010-12-23,71,0.11
USC00519523,2010-12-24,67,0.02
USC00519523,2010-12-25,71,0.02
USC00519523,2010-12-26,74,0.74
USC00519523,2010-12-27,76,0.09
USC00519523,2010-12-28,72,0.07
USC00519523,2010-12-29,74,0.04
USC00519523,2010-12-30,75,0.27
USC00519523,2010-12-31,69,0.01
USC00519523,2011-01-01,69,0.03
USC00519523,2011-01-02,74,0.0
USC00519523,2011-01-03,74,0.0
USC00519523,2011-01-04,73,0.0
USC00519523,2011-01-05,62,0.0
USC00519523,2011-01-06,68,0.15
USC00519523,2011-01-07,66,0.02
USC00519523,2011-01-08,73,0.0
USC00519523,2011-01-09,73,0.0
USC00519523,2011-01-10,73,0.0
USC00519523,2011-01-11,58,0.43
USC00519523,2011-01-12,71,1.34
USC00519523,2011-01-13,70,3.62
USC00519523,2011-01-14,76,0.1
USC00519523,2011-01-15,66,0.0
USC00519523,2011-01-16,70,0.0
USC00519523,2011-01-17,70,0.19
USC00519523,2011-01-18,63,0.0
USC00519523,2011-01-19,63,0.07
USC00519523,2011-01-20,70,0.0
USC00519523,2011-01-21,74,0.0
USC00519523,2011-01-22,75,0.0
USC00519523,2011-01-23,76,0.0
USC00519523,2011-01-24,72,0.0
USC00519523,2011-01-25,62,0.0
USC00519523,2011-01-26,65,0.0
USC00519523,2011-01-27,71,0.0
USC00519523,2011-01-28,72,0.0
USC00519523,2011-01-29,76,0.01
USC00519523,2011-01-30,67,0.0
USC00519523,2011-01-31,66,0.15
USC00519523,2011-02-01,70,0.0
USC00519523,2011-02-02,70,0.0
USC00519523,2011-02-03,66,0.0
USC00519523,2011-02-04,61,0.0
USC00519523,2011-02-05,73,0.0
USC00519523,2011-02-06,75,0.0
USC00519523,2011-02-07,67,0.95
USC00519523,2011-02-08,71,0.18
USC00519523,2011-02-09,74,0.0
USC00519523,2011-02-10,69,0.04
USC00519523,2011-02-11,68,0.29
USC00519523,2011-02-12,72,1.82
USC00519523,2011-02-13,76,0.71
USC00519523,2011-02-15,73,0.0
USC00519523,2011-02-16,73,0.0
USC00519523,2011-02-17,72,0.0
USC00519523,2011-02-18,76,0.01
USC00519523,2011-02-19,76,0.0
USC00519523,2011-02-20,73,0.3
USC00519523,2011-02-21,76,0.02
USC00519523,2011-02-22,73,0.01
USC00519523,2011-02-23,73,0.01
USC00519523,2011-02-24,68,1.44
USC00519523,2011-02-25,66,0.0
USC00519523,2011-02-26,77,0.05
USC00519523,2011-02-27,75,0.0
USC00519523,2011-02-28,70,0.02
USC00519523,2011-03-01,67,0.18
USC00519523,2011-03-02,72,0.01
USC00519523,2011-03-03,71,0.06
USC00519523,2011-03-04,72,1.7
USC00519523,2011-03-05,69,0.22
USC00519523,2011-03-06,74,0.27
USC00519523,2011-03-07,73,0.03
USC00519523,2011-03-08,73,0.01
USC00519523,2011-03-09,70,0.9
USC00519523,2011-03-10,72,0.27
USC00519523,2011-03-11,71,0.2
USC00519523,2011-03-12,75,0.01
USC00519523,2011-03-13,77,0.0
USC00519523,2011-03-14,70,0.0
USC00519523,2011-03-15,73,0.0
USC00519523,2011-03-16,74,0.0
USC00519523,2011-03-17,73,0.07
USC00519523,2011-03-18,72,0.05
USC00519523,2011-03-19,73,0.08
USC00519523,2011-03-20,74,0.23
USC00519523,2011-03-21,74,0.0
USC00519523,2011-03-22,73,0.17
USC00519523,2011-03-23,74,0.0
USC00519523,2011-03-24,76,0.19
USC00519523,2011-03-25,76,0.02
USC00519523,2011-03-26,74,0.0
USC00519523,2011-03-27,74,0.0
USC00519523,2011-03-29,73,0.0
USC00519523,2011-03-30,73,0.0
USC00519523,2011-03-31,73,0.0
USC00519523,2011-04-01,73,0.07
USC00519523,2011-04-02,79,0.0
USC00519523,2011-04-03,78,0.0
USC00519523,2011-04-04,73,0.0
USC00519523,2011-04-05,73,0.0
USC00519523,2011-04-06,72,0.11
USC00519523,2011-04-07,67,0.5
USC00519523,2011-04-08,69,0.68
USC00519523,2011-04-09,76,0.02
USC00519523,2011-04-10,75,0.01
USC00519523,2011-04-11,74,0.0
USC00519523,2011-04-12,74,0.0
USC00519523,2011-04-13,69,0.0
USC00519523,2011-04-14,75,0.2
USC00519523,2011-04-15,73,0.0
USC00519523,2011-04-16,75,0.22
USC00519523,2011-04-17,73,0.0
USC00519523,2011-04-18,73,0.0
USC00519523,2011-04-19,74,0.0
USC00519523,2011-04-20,71,0.0
USC00519523,2011-04-21,74,0.0
USC00519523,2011-04-22,76,0.0
USC00519523,2011-04-23,79,0.0
USC00519523,2011-04-24,79,0.0
USC00519523,2011-04-25,75,0.0
USC00519523,2011-04-26,77,0.0
USC00519523,2011-04-27,78,0.0
USC00519523,2011-04-28,79,0.0
USC00519523,2011-04-29,75,0.07
USC00519523,2011-04-30,75,0.0
USC00519523,2011-05-01,75,0.0
USC00519523,2011-05-02,79,0.0
USC00519523,2011-05-03,73,1.03
USC00519523,2011-05-04,75,0.06
USC00519523,2011-05-05,74,0.0
USC00519523,2011-05-06,72,0.19
USC00519523,2011-05-07,74,0.2
USC00519523,2011-05-08,75,0.51
USC00519523,2011-05-09,75,0.1
USC00519523,2011-05-10,73,0.05
USC00519523,2011-05-11,71,0.15
USC00519523,2011-05-12,77,0.01
USC00519523,2011-05-13,75,0.01
USC00519523,2011-05-14,78,0.0
USC00519523,2011-05-15,75,0.0
USC00519523,2011-05-16,76,0.0
USC00519523,2011-05-17,76,0.0
USC00519523,2011-05-18,73,0.0
USC00519523,2011-05-19,78,0.01
USC00519523,2011-05-20,76,0.0
USC00519523,2011-05-21,79,0.0
USC00519523,2011-05-22,76,0.02
USC00519523,2011-05-23,76,0.0
USC00519523,2011-05-24,76,0.0
USC00519523,2011-05-25,75,0.0
USC00519523,2011-05-26,75,0.0
USC00519523,2011-05-27,76,0.1
USC00519523,2011-05-28,75,0.01
USC00519523,2011-05-29,75,0.03
USC00519523,2011-05-30,76,0.01
USC00519523,2011-05-31,76,0.08
USC00519523,2011-06-01,79,0.15
USC00519523,2011-06-02,76,0.01
USC00519523,2011-06-03,72,0.09
USC00519523,2011-06-04,71,0.51
USC00519523,2011-06-05,72,0.25
USC00519523,2011-06-06,76,0.03
USC00519523,2011-06-07,74,0.03
USC00519523,2011-06-08,75,0.0
USC00519523,2011-06-09,76,0.0
USC00519523,2011-06-10,77,0.0
USC00519523,2011-06-11,76,0.0
USC00519523,2011-06-12,75,0.09
USC00519523,2011-06-13,76,0.0
USC00519523,2011-06-14,76,0.0
USC00519523,2011-06-15,76,0.0
USC00519523,2011-06-16,75,0.09
USC00519523,2011-06-17,76,0.0
USC00519523,2011-06-18,76,0.0
USC00519523,2011-06-19,79,0.17
USC00519523,2011-06-20,74,0.14
USC00519523,2011-06-21,73,0.38
USC00519523,2011-06-22,75,0.17
USC00519523,2011-06-23,74,0.05
USC00519523,2011-06-24,75,0.03
USC00519523,2011-06-25,76,0.0
USC00519523,2011-06-26,72,0.12
USC00519523,2011-06-27,74,0.02
USC00519523,2011-06-28,74,0.02
USC00519523,2011-06-29,75,0.0
USC00519523,2011-06-30,75,0.0
USC00519523,2011-07-01,81,0.01
USC00519523,2011-07-02,76,0.01
USC00519523,2011-07-03,76,0.12
USC00519523,2011-07-04,76,0.06
USC00519523,2011-07-05,75,0.04
USC00519523,2011-07-06,79,0.08
USC00519523,2011-07-07,73,0.06
USC00519523,2011-07-08,75,0.04
USC00519523,2011-07-09,79,0.01
USC00519523,2011-07-10,77,0.01
USC00519523,2011-07-11,76,0.01
USC00519523,2011-07-12,76,0.0
USC00519523,2011-07-13,74,0.0
USC00519523,2011-07-14,76,0.0
USC00519523,2011-07-15,76,0.0
USC00519523,2011-07-16,77,0.0
USC00519523,2011-07-17,78,0.06
USC00519523,2011-07-18,75,0.0
USC00519523,2011-07-19,75,0.0
USC00519523,2011-07-20,71,0.16
USC00519523,2011-07-21,77,0.0
USC00519523,2011-07-22,75,0.09
USC00519523,2011-07-23,77,0.08
USC00519523,2011-07-24,74,0.0
USC00519523,2011-07-25,76,0.12
USC00519523,2011-07-26,76,0.0
USC00519523,2011-07-27,75,0.06
USC00519523,2011-07-28,76,0.04
USC00519523,2011-07-29,77,0.02
USC00519523,2011-07-30,76,0.2
USC00519523,2011-07-31,78,0.01
USC00519523,2011-08-01,76,0.0
USC00519523,2011-08-02,76,0.0
USC00519523,2011-08-03,77,0.0
USC00519523,2011-08-04,77,0.0
USC00519523,2011-08-05,77,0.0
USC00519523,2011-08-06,76,0.0
USC00519523,2011-08-07,77,0.12
USC00519523,2011-08-08,76,0.0
USC00519523,2011-08-09,78,0.19
USC00519523,2011-08-10,76,0.0
USC00519523,2011-08-11,76,0.0
USC00519523,2011-08-12,76,0.0
USC00519523,2011-08-13,77,0.0
USC00519523,2011-08-14,80,0.0
USC00519523,2011-08-15,76,0.5
USC00519523,2011-08-16,76,0.01
USC00519523,2011-08-17,76,0.0
USC00519523,2011-08-18,75,0.05
USC00519523,2011-08-19,83,0.02
USC00519523,2011-08-20,82,0.0
USC00519523,2011-08-21,78,0.02
USC00519523,2011-08-22,76,0.0
USC00519523,2011-08-23,75,0.22
USC00519523,2011-08-24,77,0.0
USC00519523,2011-08-25,75,0.08
USC00519523,2011-08-26,77,0.0
USC00519523,2011-08-27,81,0.0
USC00519523,2011-08-28,79,0.0
USC00519523,2011-08-29,76,0.15
USC00519523,2011-08-30,76,0.13
USC00519523,2011-08-31,76,0.01
USC00519523,2011-09-01,77,0.09
USC00519523,2011-09-02,77,0.03
USC00519523,2011-09-03,78,0.0
